NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
5,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3164424,2380.51204997839,300
6,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3071789,2244.57908870509,300
7,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3043773,2346.08277755607,300
8,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3002673,2503.96719653745,300
9,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.2992781,2610.31304546485,300
10,xpmx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.347015,2514.97477879926,300
1,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3257137,2489.85840828477,300
2,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3107745,2393.94920168908,300
3,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3055891,2387.51426488476,300
4,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.2932073,2496.80086129004,300
5,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.2867078,2380.51204997839,300
6,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3065788,2244.57908870509,300
7,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3027789,2346.08277755607,300
8,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.2945341,2503.96719653745,300
9,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.3064904,2610.31304546485,300
10,x_orderx,300,300,0.05,0.15,0.7,4,0.5,70,1,2,scramble,7.2788664,2514.97477879926,300
1,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7498086,2369.58236595002,300
2,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7531213,2474.43581743847,300
3,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7489549,2408.67160724669,300
4,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7636117,2518.98963418989,300
5,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.782798,2414.67344985454,300
6,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7639847,2349.56827892488,300
7,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.753389,2372.40689630261,300
8,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7466626,2354.27485961902,300
9,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7681915,2513.62214536379,300
10,xalt_edges,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7369804,2330.97367574818,300
1,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7677707,2369.58236595002,300
2,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7706484,2474.43581743847,300
3,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.776389,2408.67160724669,300
4,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7462318,2518.98963418989,300
5,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7533999,2414.67344985454,300
6,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7791568,2349.56827892488,300
7,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.8815895,2372.40689630261,300
8,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.8609824,2354.27485961902,300
9,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7761669,2513.62214536379,300
10,xpmx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7442524,2330.97367574818,300
1,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7502925,2369.58236595002,300
2,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7620695,2474.43581743847,300
3,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7569849,2408.67160724669,300
4,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7621154,2518.98963418989,300
5,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.737878,2414.67344985454,300
6,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7627486,2349.56827892488,300
7,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7756144,2372.40689630261,300
8,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7564299,2354.27485961902,300
9,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.7327215,2513.62214536379,300
10,x_orderx,300,300,0.1,0.15,0.7,4,0.5,70,1,2,scramble,6.775582,2330.97367574818,300
1,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3654318,1129.40048422861,300
2,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3386937,1129.68838204358,300
3,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3959893,1107.48485862723,300
4,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3675899,1138.37973429362,300
5,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3467486,1151.74747897721,300
6,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3322814,1137.42840875504,300
7,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3829026,1147.14100948402,300
8,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3515583,1185.5498223917,300
9,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3615618,1175.53800985865,300
10,xalt_edges,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3744737,1136.91478506976,300
1,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3411896,1129.40048422861,300
2,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3541892,1129.68838204358,300
3,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3752136,1107.48485862723,300
4,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3872406,1138.37973429362,300
5,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3697223,1151.74747897721,300
6,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3981389,1137.42840875504,300
7,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3329823,1147.14100948402,300
8,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.388588,1185.5498223917,300
9,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3724315,1175.53800985865,300
10,xpmx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3374391,1136.91478506976,300
1,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3620516,1129.40048422861,300
2,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3596943,1129.68838204358,300
3,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3824081,1107.48485862723,300
4,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3392133,1138.37973429362,300
5,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3697665,1151.74747897721,300
6,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3629608,1137.42840875504,300
7,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3680436,1147.14100948402,300
8,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3600681,1185.5498223917,300
9,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3655683,1175.53800985865,300
10,x_orderx,300,300,0.01,0.7,0.15,4,0.5,70,2,2,scramble,6.3586558,1136.91478506976,300
1,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9753262,1159.47132355494,300
2,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9784912,1094.02060113503,300
3,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9821958,1145.14099158283,300
4,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9796339,1069.7008169484,300
5,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0314698,1138.0144195641,300
6,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0195133,1072.6305613948,300
7,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9676752,1134.02568251912,300
8,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9765915,1116.68308273614,300
9,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9784589,1116.65894993494,300
10,xalt_edges,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0298361,1056.95293594529,300
1,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0264393,1159.47132355494,300
2,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.000741,1094.02060113503,300
3,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0077825,1145.14099158283,300
4,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0168828,1069.7008169484,300
5,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.1535376,1138.0144195641,300
6,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.1365226,1072.6305613948,300
7,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0229374,1134.02568251912,300
8,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0098981,1116.68308273614,300
9,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0090467,1116.65894993494,300
10,xpmx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0745277,1056.95293594529,300
1,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0965015,1159.47132355494,300
2,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9994243,1094.02060113503,300
3,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9691799,1145.14099158283,300
4,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9612801,1069.7008169484,300
5,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.0153446,1138.0144195641,300
6,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9508781,1072.6305613948,300
7,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9749377,1134.02568251912,300
8,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9641058,1116.68308273614,300
9,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,5.9585315,1116.65894993494,300
10,x_orderx,300,300,0.05,0.7,0.15,4,0.5,70,2,2,scramble,6.2025796,1056.95293594529,300
1,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5261548,1109.49527037715,300
2,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5460003,1161.99099214678,300
3,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5162287,1135.08062080809,300
4,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5436574,1129.57401284835,300
5,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5157381,1133.94054909743,300
6,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.4935766,1133.56022346648,300
7,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,4.317958,1173.12376938,232
8,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5450099,1156.6832969831,300
9,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5294463,1103.65577920559,300
10,xalt_edges,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5145802,1148.63758166279,300
1,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.519153,1109.49527037715,300
2,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5627433,1161.99099214678,300
3,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5421484,1135.08062080809,300
4,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5509952,1129.57401284835,300
5,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5066662,1133.94054909743,300
6,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5364881,1133.56022346648,300
7,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,4.3212048,1173.12376938,232
8,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5320209,1156.6832969831,300
9,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5241523,1103.65577920559,300
10,xpmx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5196611,1148.63758166279,300
1,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5168536,1109.49527037715,300
2,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5282384,1161.99099214678,300
3,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5597682,1135.08062080809,300
4,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5291651,1129.57401284835,300
5,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.514249,1133.94054909743,300
6,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5459968,1133.56022346648,300
7,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,4.3027968,1173.12376938,232
8,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5353376,1156.6832969831,300
9,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.5399261,1103.65577920559,300
10,x_orderx,300,300,0.1,0.7,0.15,4,0.5,70,2,2,scramble,5.4914312,1148.63758166279,300
1,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3457474,1129.40048422861,300
2,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3559577,1129.68838204358,300
3,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.335024,1107.48485862723,300
4,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3437914,1138.37973429362,300
5,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3418442,1151.74747897721,300
6,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.4570369,1137.42840875504,300
7,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3559499,1147.14100948402,300
8,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3496541,1185.5498223917,300
9,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3447219,1175.53800985865,300
10,xalt_edges,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3418416,1136.91478506976,300
1,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3434754,1129.40048422861,300
2,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.339769,1129.68838204358,300
3,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3579296,1107.48485862723,300
4,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3667168,1138.37973429362,300
5,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3491189,1151.74747897721,300
6,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3316689,1137.42840875504,300
7,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3509956,1147.14100948402,300
8,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3570691,1185.5498223917,300
9,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3415131,1175.53800985865,300
10,xpmx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3509401,1136.91478506976,300
1,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3453688,1129.40048422861,300
2,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3678356,1129.68838204358,300
3,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3721978,1107.48485862723,300
4,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3318186,1138.37973429362,300
5,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3430202,1151.74747897721,300
6,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3401942,1137.42840875504,300
7,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3447787,1147.14100948402,300
8,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3273411,1185.5498223917,300
9,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3391591,1175.53800985865,300
10,x_orderx,300,300,0.01,0.65,0.15,4,0.5,70,2,2,scramble,6.3326281,1136.91478506976,300
1,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9795259,1159.47132355494,300
2,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9612568,1094.02060113503,300
3,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9759892,1145.14099158283,300
4,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9936448,1069.7008169484,300
5,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9397954,1138.0144195641,300
6,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.009779,1072.6305613948,300
7,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9889446,1134.02568251912,300
8,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9786691,1116.68308273614,300
9,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9407958,1116.65894993494,300
10,xalt_edges,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.986239,1056.95293594529,300
1,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9763674,1159.47132355494,300
2,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9426393,1094.02060113503,300
3,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0303943,1145.14099158283,300
4,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9867057,1069.7008169484,300
5,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9917752,1138.0144195641,300
6,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9898653,1072.6305613948,300
7,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9986918,1134.02568251912,300
8,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.00766,1116.68308273614,300
9,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0067603,1116.65894993494,300
10,xpmx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.997535,1056.95293594529,300
1,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9837894,1159.47132355494,300
2,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0003067,1094.02060113503,300
3,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9875443,1145.14099158283,300
4,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0170463,1069.7008169484,300
5,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0123141,1138.0144195641,300
6,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9851838,1072.6305613948,300
7,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9515468,1134.02568251912,300
8,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,5.9772304,1116.68308273614,300
9,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0026713,1116.65894993494,300
10,x_orderx,300,300,0.05,0.65,0.15,4,0.5,70,2,2,scramble,6.0034836,1056.95293594529,300
1,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5263033,1109.49527037715,300
2,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5049119,1161.99099214678,300
3,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5545384,1135.08062080809,300
4,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5216892,1129.57401284835,300
5,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5176231,1133.94054909743,300
6,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5150777,1133.56022346648,300
7,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,4.2998235,1173.12376938,232
8,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5247568,1156.6832969831,300
9,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5282985,1103.65577920559,300
10,xalt_edges,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5223506,1148.63758166279,300
1,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5056338,1109.49527037715,300
2,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.507355,1161.99099214678,300
3,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5085113,1135.08062080809,300
4,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5159455,1129.57401284835,300
5,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.520854,1133.94054909743,300
6,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5271052,1133.56022346648,300
7,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,4.3256589,1173.12376938,232
8,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5083241,1156.6832969831,300
9,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5224153,1103.65577920559,300
10,xpmx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5041187,1148.63758166279,300
1,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5136315,1109.49527037715,300
2,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.53366,1161.99099214678,300
3,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5388229,1135.08062080809,300
4,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.532591,1129.57401284835,300
5,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5304862,1133.94054909743,300
6,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.4994467,1133.56022346648,300
7,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,4.3475391,1173.12376938,232
8,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5397733,1156.6832969831,300
9,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.55332,1103.65577920559,300
10,x_orderx,300,300,0.1,0.65,0.15,4,0.5,70,2,2,scramble,5.5211125,1148.63758166279,300
1,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3332077,1129.40048422861,300
2,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3357544,1129.68838204358,300
3,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3283795,1107.48485862723,300
4,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3260492,1138.37973429362,300
5,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3420268,1151.74747897721,300
6,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3722439,1137.42840875504,300
7,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3406418,1147.14100948402,300
8,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3420863,1185.5498223917,300
9,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.4217679,1175.53800985865,300
10,xalt_edges,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3685017,1136.91478506976,300
1,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3718277,1129.40048422861,300
2,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3383523,1129.68838204358,300
3,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.383393,1107.48485862723,300
4,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3700132,1138.37973429362,300
5,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3888999,1151.74747897721,300
6,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3306842,1137.42840875504,300
7,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3545097,1147.14100948402,300
8,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3537869,1185.5498223917,300
9,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3535264,1175.53800985865,300
10,xpmx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3673727,1136.91478506976,300
1,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.4522451,1129.40048422861,300
2,x_orderx,300,300,0.01,0.15,0.15,4,0.5,70,2,2,scramble,6.3764818,1129.68838204358,300
