NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
6,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9151506,847.903600489903,300
7,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9404924,869.90272013154,300
8,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9248362,992.224281823982,300
9,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9062859,937.806534225102,300
10,xalt_edges,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9079199,932.069350530743,300
1,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9320721,935.65589958974,300
2,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.92032,961.393672017736,300
3,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9330782,926.20993384488,300
4,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9482762,894.189346481726,300
5,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9596456,945.485676187894,300
6,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9299166,847.903600489903,300
7,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9706056,869.90272013154,300
8,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9309129,992.224281823982,300
9,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9187915,937.806534225102,300
10,xpmx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9215179,932.069350530743,300
1,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.921316,935.65589958974,300
2,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9530979,961.393672017736,300
3,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9590914,926.20993384488,300
4,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9396182,894.189346481726,300
5,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9522338,945.485676187894,300
6,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9023284,847.903600489903,300
7,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,5.9399658,869.90272013154,300
8,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,6.1109912,992.224281823982,300
9,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,6.3042476,937.806534225102,300
10,x_orderx,300,300,0.05,0.15,0.15,4,0.5,70,2,2,inversion,6.7553685,932.069350530743,300
1,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.531181,914.804634636698,300
2,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.5962601,994.850114965627,300
3,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.5158896,911.552092217345,300
4,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4568293,934.399603913242,300
5,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4742167,930.556894736366,300
6,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4529099,972.162882060604,300
7,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4859329,958.905204475185,300
8,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4754439,1013.71066191334,300
9,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4665269,914.146026546353,300
10,xalt_edges,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4683961,947.238231613086,300
1,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4572647,914.804634636698,300
2,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4720901,994.850114965627,300
3,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4633069,911.552092217345,300
4,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.5016776,934.399603913242,300
5,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.6751693,930.556894736366,300
6,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4461574,972.162882060604,300
7,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4848487,958.905204475185,300
8,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4694051,1013.71066191334,300
9,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4939746,914.146026546353,300
10,xpmx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4447581,947.238231613086,300
1,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.5030605,914.804634636698,300
2,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4422432,994.850114965627,300
3,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4797476,911.552092217345,300
4,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4769555,934.399603913242,300
5,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4516202,930.556894736366,300
6,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4822795,972.162882060604,300
7,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4775548,958.905204475185,300
8,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4791439,1013.71066191334,300
9,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.4618502,914.146026546353,300
10,x_orderx,300,300,0.1,0.15,0.15,4,0.5,70,2,2,inversion,5.545266,947.238231613086,300
1,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6734453,898.883143001791,300
2,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6587082,920.07362219193,300
3,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.627856,916.873716240301,300
4,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6509593,924.866792392116,300
5,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6428161,904.146107166075,300
6,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6146902,934.441150755802,300
7,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6893559,918.095481120873,300
8,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.8069864,917.974197671561,300
9,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7339381,940.642999460486,300
10,xalt_edges,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6813357,942.336908828403,300
1,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7498435,898.883143001791,300
2,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6777101,920.07362219193,300
3,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.712316,916.873716240301,300
4,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6716926,924.866792392116,300
5,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7194459,904.146107166075,300
6,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7092382,934.441150755802,300
7,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6904524,918.095481120873,300
8,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6768208,917.974197671561,300
9,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7392594,940.642999460486,300
10,xpmx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6767363,942.336908828403,300
1,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7043656,898.883143001791,300
2,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6983797,920.07362219193,300
3,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7414709,916.873716240301,300
4,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.8846472,924.866792392116,300
5,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6866516,904.146107166075,300
6,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7054936,934.441150755802,300
7,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7147604,918.095481120873,300
8,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.6641158,917.974197671561,300
9,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.676052,940.642999460486,300
10,x_orderx,300,300,0.01,0.7,0.3,4,0.5,70,2,2,inversion,6.7019184,942.336908828403,300
1,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2721885,894.993073044739,300
2,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2841502,886.077733497645,300
3,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2861086,906.079237061484,300
4,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3102699,892.639384738735,300
5,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2701705,889.811656076,300
6,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2730068,880.530379020868,300
7,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2675722,874.438593055829,300
8,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.262581,875.082774770309,300
9,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3098357,843.571029393207,300
10,xalt_edges,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.27359,874.502461204258,300
1,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2917843,894.993073044739,300
2,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2975774,886.077733497645,300
3,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3043039,906.079237061484,300
4,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2973867,892.639384738735,300
5,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3258666,889.811656076,300
6,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3249745,880.530379020868,300
7,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2904255,874.438593055829,300
8,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2844745,875.082774770309,300
9,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2773199,843.571029393207,300
10,xpmx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2687692,874.502461204258,300
1,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3158077,894.993073044739,300
2,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.323064,886.077733497645,300
3,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3181396,906.079237061484,300
4,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3061508,892.639384738735,300
5,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2748156,889.811656076,300
6,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2814379,880.530379020868,300
7,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.3110758,874.438593055829,300
8,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2795412,875.082774770309,300
9,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2961479,843.571029393207,300
10,x_orderx,300,300,0.05,0.7,0.3,4,0.5,70,2,2,inversion,6.2504166,874.502461204258,300
1,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8158927,886.146394999242,300
2,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8467612,891.743666906817,300
3,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8274329,828.524398427069,300
4,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8450479,859.101615941507,300
5,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.79745,877.06579623527,300
6,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7937083,893.901303712981,300
7,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.788532,887.336363369189,300
8,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7984401,869.674696051949,300
9,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7893224,860.73668506738,300
10,xalt_edges,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8238618,893.785178157836,300
1,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8155716,886.146394999242,300
2,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8411074,891.743666906817,300
3,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8171116,828.524398427069,300
4,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7920528,859.101615941507,300
5,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8193173,877.06579623527,300
6,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8182431,893.901303712981,300
7,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8080959,887.336363369189,300
8,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.832346,869.674696051949,300
9,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8162894,860.73668506738,300
10,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8082151,893.785178157836,300
1,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8087903,886.146394999242,300
2,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8000405,891.743666906817,300
3,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8115419,828.524398427069,300
4,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7998087,859.101615941507,300
5,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.7936526,877.06579623527,300
6,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8239634,893.901303712981,300
7,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8156097,887.336363369189,300
8,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8223117,869.674696051949,300
9,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.8284017,860.73668506738,300
10,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,2,inversion,5.82343,893.785178157836,300
1,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6849221,898.883143001791,300
2,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6984204,920.07362219193,300
3,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7429975,916.873716240301,300
4,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6993045,924.866792392116,300
5,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6781704,904.146107166075,300
6,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.724654,934.441150755802,300
7,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.715002,918.095481120873,300
8,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.715257,917.974197671561,300
9,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7236261,940.642999460486,300
10,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.698651,942.336908828403,300
1,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.717643,898.883143001791,300
2,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7042398,920.07362219193,300
3,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6949765,916.873716240301,300
4,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6593569,924.866792392116,300
5,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7096919,904.146107166075,300
6,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6873041,934.441150755802,300
7,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6911668,918.095481120873,300
8,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7067938,917.974197671561,300
9,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7138905,940.642999460486,300
10,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6697391,942.336908828403,300
1,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7004817,898.883143001791,300
2,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7288807,920.07362219193,300
3,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7126007,916.873716240301,300
4,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7304011,924.866792392116,300
5,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7099549,904.146107166075,300
6,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6962026,934.441150755802,300
7,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7276562,918.095481120873,300
8,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6987471,917.974197671561,300
9,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.7258249,940.642999460486,300
10,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,2,inversion,6.6941147,942.336908828403,300
1,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.264659,894.993073044739,300
2,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2934336,886.077733497645,300
3,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3074561,906.079237061484,300
4,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2852492,892.639384738735,300
5,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2781815,889.811656076,300
6,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2691609,880.530379020868,300
7,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2769885,874.438593055829,300
8,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2986192,875.082774770309,300
9,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3109306,843.571029393207,300
10,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3215214,874.502461204258,300
1,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3058151,894.993073044739,300
2,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3086048,886.077733497645,300
3,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3027364,906.079237061484,300
4,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3128316,892.639384738735,300
5,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.269658,889.811656076,300
6,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3038355,880.530379020868,300
7,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3014923,874.438593055829,300
8,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2992305,875.082774770309,300
9,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2709253,843.571029393207,300
10,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2975765,874.502461204258,300
1,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.30393,894.993073044739,300
2,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3080047,886.077733497645,300
3,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3079455,906.079237061484,300
4,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2853034,892.639384738735,300
5,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3093666,889.811656076,300
6,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.3074113,880.530379020868,300
7,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2781005,874.438593055829,300
8,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2773628,875.082774770309,300
9,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2932491,843.571029393207,300
10,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,2,inversion,6.2995522,874.502461204258,300
1,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8241609,886.146394999242,300
2,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8109796,891.743666906817,300
3,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.836851,828.524398427069,300
4,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8243983,859.101615941507,300
5,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8150757,877.06579623527,300
6,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.7974966,893.901303712981,300
7,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.839439,887.336363369189,300
8,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8210744,869.674696051949,300
9,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8238748,860.73668506738,300
10,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.770957,893.785178157836,300
1,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,6.6469453,886.146394999242,300
2,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.9006259,891.743666906817,300
3,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8377372,828.524398427069,300
4,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8034223,859.101615941507,300
5,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8077534,877.06579623527,300
6,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8192028,893.901303712981,300
7,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8189817,887.336363369189,300
8,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8537709,869.674696051949,300
9,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,6.0874069,860.73668506738,300
10,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8298155,893.785178157836,300
1,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8167597,886.146394999242,300
2,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8117869,891.743666906817,300
3,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8184223,828.524398427069,300
4,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.832342,859.101615941507,300
5,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.7996085,877.06579623527,300
6,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8267519,893.901303712981,300
7,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8017705,887.336363369189,300
8,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8176946,869.674696051949,300
9,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8041932,860.73668506738,300
10,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,2,inversion,5.8123372,893.785178157836,300
1,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7292007,898.883143001791,300
2,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7088409,920.07362219193,300
3,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7041732,916.873716240301,300
4,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7031449,924.866792392116,300
5,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7083841,904.146107166075,300
6,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.6832174,934.441150755802,300
7,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.711345,918.095481120873,300
8,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.681583,917.974197671561,300
9,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7041978,940.642999460486,300
10,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7037916,942.336908828403,300
1,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7317267,898.883143001791,300
2,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.737309,920.07362219193,300
3,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.6953967,916.873716240301,300
4,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7079381,924.866792392116,300
5,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.6863887,904.146107166075,300
6,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7049557,934.441150755802,300
7,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7128628,918.095481120873,300
8,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,2,inversion,6.7131131,917.974197671561,300
