NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
9,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,1.259832,1984.45795913728,100
10,xalt_edges,32,100,0,0.95,0.1,4,1,1,1,1,1.1227948,1984.45795913728,100
1,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,2.0362515,2369.14857929366,100
2,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.8459443,2369.14857929366,100
3,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.8619335,2369.14857929366,100
4,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,2.0777146,2369.14857929366,100
5,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.8223547,2369.14857929366,100
6,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,2.1784092,2369.14857929366,100
7,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,2.1299361,2369.14857929366,100
8,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.8227016,2369.14857929366,100
9,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.669695,2369.14857929366,100
10,xalt_edges,64,100,0,0.95,0.1,4,1,1,1,1,1.6864588,2369.14857929366,100
1,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.549025,2199.01014873536,100
2,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.4968292,2199.01014873536,100
3,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.4890044,2199.01014873536,100
4,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.5035094,2199.01014873536,100
5,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,3.2433339,2199.01014873536,100
6,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.9501993,2199.01014873536,100
7,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,3.6419286,2199.01014873536,100
8,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.6166237,2199.01014873536,100
9,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,2.6895487,2199.01014873536,100
10,xalt_edges,96,100,0,0.95,0.1,4,1,1,1,1,5.6127312,2199.01014873536,100
1,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,5.8047464,2053.49905722231,100
2,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,4.2948687,2053.49905722231,100
3,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,5.016998,2053.49905722231,100
4,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,4.3039591,2053.49905722231,100
5,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,4.3332563,2053.49905722231,100
6,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,5.8679375,2053.49905722231,100
7,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,5.7730676,2053.49905722231,100
8,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,4.1575206,2053.49905722231,100
9,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,5.2727644,2053.49905722231,100
10,xalt_edges,128,100,0,0.95,0.1,4,1,1,1,1,3.7951666,2053.49905722231,100
1,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2947966,1798.41503630427,30
2,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2840301,1798.41503630427,30
3,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.3546716,1798.41503630427,30
4,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.3764662,1798.41503630427,30
5,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2817754,1798.41503630427,30
6,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2911703,1798.41503630427,30
7,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2860214,1798.41503630427,30
8,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2864512,1798.41503630427,30
9,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2773261,1798.41503630427,30
10,xalt_edges,32,30,0.05,0.95,0.1,4,1,1,1,1,0.2816259,1798.41503630427,30
1,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.7182953,1834.78754673094,30
2,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.7542092,1834.78754673094,30
3,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.7049305,1834.78754673094,30
4,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.5621652,1834.78754673094,30
5,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.6183089,1834.78754673094,30
6,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.6203577,1834.78754673094,30
7,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.5434981,1834.78754673094,30
8,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.6677188,1834.78754673094,30
9,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.6342917,1834.78754673094,30
10,xalt_edges,64,30,0.05,0.95,0.1,4,1,1,1,1,0.5744554,1834.78754673094,30
1,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7700564,1696.73016915164,30
2,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7790114,1696.73016915164,30
3,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.9055073,1696.73016915164,30
4,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7504245,1696.73016915164,30
5,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.8151838,1696.73016915164,30
6,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7737506,1696.73016915164,30
7,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7714599,1696.73016915164,30
8,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.9835672,1696.73016915164,30
9,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.8932083,1696.73016915164,30
10,xalt_edges,96,30,0.05,0.95,0.1,4,1,1,1,1,0.7708858,1696.73016915164,30
1,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.1759304,1628.99183315298,30
2,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.1448056,1628.99183315298,30
3,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.0199496,1628.99183315298,30
4,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,0.9992118,1628.99183315298,30
5,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.0579064,1628.99183315298,30
6,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.0108248,1628.99183315298,30
7,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.0616006,1628.99183315298,30
8,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.0465081,1628.99183315298,30
9,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.3108044,1628.99183315298,30
10,xalt_edges,128,30,0.05,0.95,0.1,4,1,1,1,1,1.1889667,1628.99183315298,30
1,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.4233471,1798.41503630427,40
2,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.407902,1798.41503630427,40
3,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.3450798,1798.41503630427,40
4,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.4983122,1798.41503630427,40
5,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,1.2132609,1798.41503630427,40
6,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,1.1024371,1798.41503630427,40
7,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.8098755,1798.41503630427,40
8,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.7343572,1798.41503630427,40
9,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.8190771,1798.41503630427,40
10,xalt_edges,32,40,0.05,0.95,0.1,4,1,1,1,1,0.7905401,1798.41503630427,40
1,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,1.6549946,1747.62794515521,40
2,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,1.2235559,1747.62794515521,40
3,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,1.6762263,1747.62794515521,40
4,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.8147356,1747.62794515521,40
5,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.8218153,1747.62794515521,40
6,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.9928554,1747.62794515521,40
7,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.8271297,1747.62794515521,40
8,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.8064564,1747.62794515521,40
9,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,1.0961143,1747.62794515521,40
10,xalt_edges,64,40,0.05,0.95,0.1,4,1,1,1,1,0.8363385,1747.62794515521,40
1,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.3401357,1694.00484706232,40
2,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.2032131,1694.00484706232,40
3,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.3448166,1694.00484706232,40
4,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.1261057,1694.00484706232,40
5,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.2932248,1694.00484706232,40
6,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.1320657,1694.00484706232,40
7,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.285125,1694.00484706232,40
8,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.1439482,1694.00484706232,40
9,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.2645052,1694.00484706232,40
10,xalt_edges,96,40,0.05,0.95,0.1,4,1,1,1,1,1.1186049,1694.00484706232,40
1,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.7374354,1628.99183315298,40
2,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.6690661,1628.99183315298,40
3,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.7254201,1628.99183315298,40
4,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.5763403,1628.99183315298,40
5,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.7211795,1628.99183315298,40
6,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.5439447,1628.99183315298,40
7,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.6819779,1628.99183315298,40
8,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.5174502,1628.99183315298,40
9,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.6768944,1628.99183315298,40
10,xalt_edges,128,40,0.05,0.95,0.1,4,1,1,1,1,1.5766751,1628.99183315298,40
1,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.805745,1796.23815354916,60
2,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5851961,1796.23815354916,60
3,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5826859,1796.23815354916,60
4,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5801397,1796.23815354916,60
5,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5760221,1796.23815354916,60
6,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5703424,1796.23815354916,60
7,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5862097,1796.23815354916,60
8,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.586239,1796.23815354916,60
9,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.8734914,1796.23815354916,60
10,xalt_edges,32,60,0.05,0.95,0.1,4,1,1,1,1,0.5845634,1796.23815354916,60
1,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.296519,1747.62794515521,60
2,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.2121901,1747.62794515521,60
3,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.1736953,1747.62794515521,60
4,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.1790221,1747.62794515521,60
5,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.3299661,1747.62794515521,60
6,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.1392607,1747.62794515521,60
7,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.1402589,1747.62794515521,60
8,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.2620634,1747.62794515521,60
9,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.1443453,1747.62794515521,60
10,xalt_edges,64,60,0.05,0.95,0.1,4,1,1,1,1,1.3140438,1747.62794515521,60
1,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.7321142,1665.34854717871,60
2,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.6726724,1665.34854717871,60
3,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.6507696,1665.34854717871,60
4,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.7247871,1665.34854717871,60
5,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.7685992,1665.34854717871,60
6,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.9364481,1665.34854717871,60
7,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.750782,1665.34854717871,60
8,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.7488391,1665.34854717871,60
9,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.7125486,1665.34854717871,60
10,xalt_edges,96,60,0.05,0.95,0.1,4,1,1,1,1,1.8194179,1665.34854717871,60
1,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.2443246,1628.99183315298,60
2,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.4006504,1628.99183315298,60
3,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.2790175,1628.99183315298,60
4,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.47366,1628.99183315298,60
5,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.6327769,1628.99183315298,60
6,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.4138138,1628.99183315298,60
7,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,3.613881,1628.99183315298,60
8,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.8491509,1628.99183315298,60
9,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.2634815,1628.99183315298,60
10,xalt_edges,128,60,0.05,0.95,0.1,4,1,1,1,1,2.1402635,1628.99183315298,60
1,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,0.8139402,1748.83750150282,80
2,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,0.8136346,1748.83750150282,80
3,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,1.4133908,1748.83750150282,80
4,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,2.1796112,1748.83750150282,80
5,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,1.2074278,1748.83750150282,80
6,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,0.8373925,1748.83750150282,80
7,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,2.3365647,1748.83750150282,80
8,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,1.2964789,1748.83750150282,80
9,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,1.7130569,1748.83750150282,80
10,xalt_edges,32,80,0.05,0.95,0.1,4,1,1,1,1,0.7874885,1748.83750150282,80
1,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.7277876,1747.62794515521,80
2,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.607579,1747.62794515521,80
3,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,2.0590568,1747.62794515521,80
4,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.7266168,1747.62794515521,80
5,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.591643,1747.62794515521,80
6,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.6886518,1747.62794515521,80
7,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.5935674,1747.62794515521,80
8,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.7471054,1747.62794515521,80
9,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.9853712,1747.62794515521,80
10,xalt_edges,64,80,0.05,0.95,0.1,4,1,1,1,1,1.6893186,1747.62794515521,80
1,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.4317839,1644.06972253425,80
2,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.4722863,1644.06972253425,80
3,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.5212349,1644.06972253425,80
4,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.789638,1644.06972253425,80
5,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.5325592,1644.06972253425,80
6,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.5695959,1644.06972253425,80
7,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,3.263327,1644.06972253425,80
8,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.7432012,1644.06972253425,80
9,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.2505322,1644.06972253425,80
10,xalt_edges,96,80,0.05,0.95,0.1,4,1,1,1,1,2.2967534,1644.06972253425,80
1,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.2378359,1628.99183315298,80
2,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.2595383,1628.99183315298,80
3,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.173937,1628.99183315298,80
4,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.1922525,1628.99183315298,80
5,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.0418774,1628.99183315298,80
6,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.1004288,1628.99183315298,80
7,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.2404043,1628.99183315298,80
8,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.0739497,1628.99183315298,80
9,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,3.6568156,1628.99183315298,80
10,xalt_edges,128,80,0.05,0.95,0.1,4,1,1,1,1,2.9972482,1628.99183315298,80
1,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,0.9085389,1740.74273686689,100
2,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.2030575,1740.74273686689,100
3,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.243716,1740.74273686689,100
4,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.2698883,1740.74273686689,100
5,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.2988185,1740.74273686689,100
6,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.4683423,1740.74273686689,100
7,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.3822569,1740.74273686689,100
8,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,1.2490377,1740.74273686689,100
9,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,0.9279297,1740.74273686689,100
10,xalt_edges,32,100,0.05,0.95,0.1,4,1,1,1,1,0.9219038,1740.74273686689,100
1,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.2884503,1747.62794515521,100
2,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,12.4440801,1747.62794515521,100
3,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,1.8602859,1747.62794515521,100
4,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.143837,1747.62794515521,100
5,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.1512197,1747.62794515521,100
6,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.0907877,1747.62794515521,100
7,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,4.1699878,1747.62794515521,100
8,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.41372,1747.62794515521,100
9,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.0803062,1747.62794515521,100
10,xalt_edges,64,100,0.05,0.95,0.1,4,1,1,1,1,2.2364145,1747.62794515521,100
1,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,3.6863324,1644.06972253425,100
2,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,3.6933243,1644.06972253425,100
3,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.3946991,1644.06972253425,100
4,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.4023366,1644.06972253425,100
5,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.46038,1644.06972253425,100
6,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.5090509,1644.06972253425,100
7,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.3593978,1644.06972253425,100
8,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,2.3804006,1644.06972253425,100
9,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,3.3136279,1644.06972253425,100
10,xalt_edges,96,100,0.05,0.95,0.1,4,1,1,1,1,3.5716857,1644.06972253425,100
1,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,3.4647762,1628.99183315298,100
2,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,4.0843594,1628.99183315298,100
3,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,4.0825428,1628.99183315298,100
4,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,3.7758099,1628.99183315298,100
5,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,5.1434794,1628.99183315298,100
6,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,4.9320145,1628.99183315298,100
7,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,6.6317708,1628.99183315298,100
8,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,8.0236953,1628.99183315298,100
9,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,5.0003732,1628.99183315298,100
10,xalt_edges,128,100,0.05,0.95,0.1,4,1,1,1,1,3.433014,1628.99183315298,100
1,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.3993316,2262.43666902389,30
2,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.4770118,2262.43666902389,30
3,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.3838264,2262.43666902389,30
4,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.3025041,2262.43666902389,30
5,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.8319969,2262.43666902389,30
6,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.4179969,2262.43666902389,30
7,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.2860161,2262.43666902389,30
8,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.2728315,2262.43666902389,30
9,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.5189829,2262.43666902389,30
10,xalt_edges,32,30,0,1,0.1,4,1,1,1,1,0.9407417,2262.43666902389,30
1,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,1.2325623,2378.57885102034,30
2,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,1.4998971,2378.57885102034,30
3,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.6129683,2378.57885102034,30
4,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.5482685,2378.57885102034,30
5,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.5564961,2378.57885102034,30
6,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.5960273,2378.57885102034,30
7,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.7633418,2378.57885102034,30
8,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.5453369,2378.57885102034,30
9,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.596909,2378.57885102034,30
10,xalt_edges,64,30,0,1,0.1,4,1,1,1,1,0.5608767,2378.57885102034,30
1,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8131377,2366.25889324255,30
2,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8990255,2366.25889324255,30
3,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8168897,2366.25889324255,30
4,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8382002,2366.25889324255,30
5,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.862336,2366.25889324255,30
6,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8895795,2366.25889324255,30
7,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8193887,2366.25889324255,30
8,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.8096819,2366.25889324255,30
9,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,0.9177144,2366.25889324255,30
10,xalt_edges,96,30,0,1,0.1,4,1,1,1,1,1.1056111,2366.25889324255,30
1,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.2088593,2266.8810312023,30
2,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.1770828,2266.8810312023,30
3,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.0906802,2266.8810312023,30
4,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.5163803,2266.8810312023,30
5,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.2645948,2266.8810312023,30
6,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.0777814,2266.8810312023,30
7,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.0783333,2266.8810312023,30
8,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.1442344,2266.8810312023,30
9,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.1697887,2266.8810312023,30
10,xalt_edges,128,30,0,1,0.1,4,1,1,1,1,1.2289177,2266.8810312023,30
1,xalt_edges,32,40,0,1,0.1,4,1,1,1,1,0.4180845,2349.70680484168,40
2,xalt_edges,32,40,0,1,0.1,4,1,1,1,1,0.4113934,2349.70680484168,40
3,xalt_edges,32,40,0,1,0.1,4,1,1,1,1,0.3665593,2349.70680484168,40
4,xalt_edges,32,40,0,1,0.1,4,1,1,1,1,0.3705855,2349.70680484168,40
5,xalt_edges,32,40,0,1,0.1,4,1,1,1,1,0.3776887,2349.70680484168,40
