NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,MutationMethode,Time,ShortestPath,Generations
5,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2155903,642.425479307305,300
6,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2448582,663.069690239008,300
7,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.4012516,667.057186442201,300
8,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,7.7353992,627.987537235144,300
9,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.3146497,637.169581973686,300
10,xpmx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.303445,639.064597866271,300
1,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.3179543,647.974741662017,300
2,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2604214,629.151071842353,300
3,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2849637,653.386067757787,300
4,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2377067,623.247938081282,300
5,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2788927,642.425479307305,300
6,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2575047,663.069690239008,300
7,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.3132554,667.057186442201,300
8,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.3330035,627.987537235144,300
9,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2190951,637.169581973686,300
10,x_orderx,300,300,0.1,0.7,0.3,4,0.5,70,2,1,inversion,5.2472791,639.064597866271,300
1,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,5.3804505,644.50555723463,300
2,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,5.3958999,643.311435695454,300
3,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,5.2977005,650.152834035723,300
4,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,5.3779482,629.547981504861,300
5,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.8178841,663.05879543231,300
6,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7515663,639.496421582494,300
7,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.732021,646.578399039037,300
8,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.6966643,630.685600920039,300
9,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7163298,675.60364623339,300
10,xalt_edges,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7230468,656.252812340924,300
1,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7927849,644.50555723463,300
2,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7299679,643.311435695454,300
3,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7183653,650.152834035723,300
4,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7148828,629.547981504861,300
5,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.8025743,663.05879543231,300
6,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.6813647,639.496421582494,300
7,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.6676801,646.578399039037,300
8,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.8236572,630.685600920039,300
9,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7702768,675.60364623339,300
10,xpmx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.8420494,656.252812340924,300
1,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.6990769,644.50555723463,300
2,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7295422,643.311435695454,300
3,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7653023,650.152834035723,300
4,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7023807,629.547981504861,300
5,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.75411,663.05879543231,300
6,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,5.2094642,639.496421582494,300
7,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.6797268,646.578399039037,300
8,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7916503,630.685600920039,300
9,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.7247723,675.60364623339,300
10,x_orderx,300,300,0.01,0.65,0.3,4,0.5,70,2,1,inversion,4.8473787,656.252812340924,300
1,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,6.6118638,616.190101617087,300
2,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.7607889,634.139226642315,300
3,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.2559003,633.653081620636,300
4,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.2852669,643.845772580138,300
5,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.2989607,638.457326215964,300
6,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,8.4474342,626.594625081906,300
7,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,6.2220507,630.925909019424,300
8,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.8656759,643.740201132484,300
9,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.7286378,647.480917875332,300
10,xalt_edges,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.6954319,658.741304850929,300
1,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5965954,616.190101617087,300
2,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.7470096,634.139226642315,300
3,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,7.2031844,633.653081620636,300
4,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.3496617,643.845772580138,300
5,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.3327382,638.457326215964,300
6,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.3687653,626.594625081906,300
7,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.5503599,630.925909019424,300
8,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.3119556,643.740201132484,300
9,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.8415611,647.480917875332,300
10,xpmx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.6750728,658.741304850929,300
1,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,5.195653,616.190101617087,300
2,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.7468032,634.139226642315,300
3,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.6675985,633.653081620636,300
4,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5908748,643.845772580138,300
5,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5632068,638.457326215964,300
6,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5192715,626.594625081906,300
7,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5934592,630.925909019424,300
8,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5861179,643.740201132484,300
9,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.615806,647.480917875332,300
10,x_orderx,300,300,0.05,0.65,0.3,4,0.5,70,2,1,inversion,4.5942409,658.741304850929,300
1,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4268553,647.974741662017,300
2,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3893355,629.151071842353,300
3,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.394636,653.386067757787,300
4,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3592398,623.247938081282,300
5,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3368354,642.425479307305,300
6,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3623256,663.069690239008,300
7,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3948359,667.057186442201,300
8,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3646042,627.987537235144,300
9,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3807891,637.169581973686,300
10,xalt_edges,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.5107105,639.064597866271,300
1,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.5143716,647.974741662017,300
2,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.5420055,629.151071842353,300
3,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4142684,653.386067757787,300
4,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3806154,623.247938081282,300
5,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4169281,642.425479307305,300
6,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4642859,663.069690239008,300
7,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4169699,667.057186442201,300
8,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4080876,627.987537235144,300
9,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3531936,637.169581973686,300
10,xpmx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4535813,639.064597866271,300
1,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4522011,647.974741662017,300
2,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3886925,629.151071842353,300
3,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4649,653.386067757787,300
4,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3731146,623.247938081282,300
5,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.356045,642.425479307305,300
6,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3496848,663.069690239008,300
7,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3904144,667.057186442201,300
8,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3806721,627.987537235144,300
9,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.4196286,637.169581973686,300
10,x_orderx,300,300,0.1,0.65,0.3,4,0.5,70,2,1,inversion,4.3881633,639.064597866271,300
1,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,5.865104,644.50555723463,300
2,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,5.2885748,643.311435695454,300
3,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7261567,650.152834035723,300
4,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7783636,629.547981504861,300
5,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.81732,663.05879543231,300
6,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7143645,639.496421582494,300
7,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7407331,646.578399039037,300
8,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6860033,630.685600920039,300
9,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.733695,675.60364623339,300
10,xalt_edges,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6390071,656.252812340924,300
1,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6867522,644.50555723463,300
2,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6833024,643.311435695454,300
3,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.617565,650.152834035723,300
4,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7887515,629.547981504861,300
5,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6813568,663.05879543231,300
6,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.694989,639.496421582494,300
7,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6497851,646.578399039037,300
8,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6208082,630.685600920039,300
9,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7546367,675.60364623339,300
10,xpmx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6886822,656.252812340924,300
1,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7195662,644.50555723463,300
2,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7340801,643.311435695454,300
3,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6638977,650.152834035723,300
4,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6783643,629.547981504861,300
5,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.6943987,663.05879543231,300
6,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7350513,639.496421582494,300
7,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.679939,646.578399039037,300
8,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7069728,630.685600920039,300
9,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7569239,675.60364623339,300
10,x_orderx,300,300,0.01,0.15,0.3,4,0.5,70,2,1,inversion,4.7292362,656.252812340924,300
1,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5018855,616.190101617087,300
2,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6132176,634.139226642315,300
3,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5355472,633.653081620636,300
4,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5070065,643.845772580138,300
5,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.567577,638.457326215964,300
6,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.552559,626.594625081906,300
7,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6642879,630.925909019424,300
8,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5700979,643.740201132484,300
9,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6154906,647.480917875332,300
10,xalt_edges,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.4671092,658.741304850929,300
1,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6156561,616.190101617087,300
2,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.571378,634.139226642315,300
3,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6460755,633.653081620636,300
4,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.507417,643.845772580138,300
5,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.6563976,638.457326215964,300
6,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5336891,626.594625081906,300
7,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.4970211,630.925909019424,300
8,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5114298,643.740201132484,300
9,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5146871,647.480917875332,300
10,xpmx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5060395,658.741304850929,300
1,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.7269862,616.190101617087,300
2,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.632853,634.139226642315,300
3,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5643906,633.653081620636,300
4,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5579171,643.845772580138,300
5,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5162857,638.457326215964,300
6,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5739715,626.594625081906,300
7,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.5766203,630.925909019424,300
8,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.7935341,643.740201132484,300
9,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.8688456,647.480917875332,300
10,x_orderx,300,300,0.05,0.15,0.3,4,0.5,70,2,1,inversion,4.498193,658.741304850929,300
1,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3990076,647.974741662017,300
2,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4180246,629.151071842353,300
3,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.406202,653.386067757787,300
4,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3746419,623.247938081282,300
5,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3457669,642.425479307305,300
6,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3662735,663.069690239008,300
7,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3285066,667.057186442201,300
8,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.422357,627.987537235144,300
9,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4139736,637.169581973686,300
10,xalt_edges,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3496495,639.064597866271,300
1,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3559501,647.974741662017,300
2,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3993164,629.151071842353,300
3,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3409271,653.386067757787,300
4,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3500655,623.247938081282,300
5,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4038052,642.425479307305,300
6,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3579154,663.069690239008,300
7,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4197783,667.057186442201,300
8,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3268227,627.987537235144,300
9,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.2962988,637.169581973686,300
10,xpmx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4195148,639.064597866271,300
1,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3775732,647.974741662017,300
2,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3872211,629.151071842353,300
3,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3806542,653.386067757787,300
4,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.370735,623.247938081282,300
5,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.351357,642.425479307305,300
6,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.4123753,663.069690239008,300
7,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3186486,667.057186442201,300
8,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3826296,627.987537235144,300
9,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3351669,637.169581973686,300
10,x_orderx,300,300,0.1,0.15,0.3,4,0.5,70,2,1,inversion,4.3724614,639.064597866271,300
1,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,5.6944704,728.374849084346,300
2,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.8063247,675.759096194313,300
3,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,9.0490456,713.968352040627,300
4,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.4285362,733.955864391814,300
5,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.7214053,723.739650004353,300
6,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.0136096,726.276872189971,300
7,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.6570875,694.239875090314,300
8,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,5.8544336,736.722088819719,300
9,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,5.8411004,755.113071496838,300
10,xalt_edges,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,10.4614998,743.587925814164,300
1,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.4319796,728.374849084346,300
2,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,8.8656958,675.759096194313,300
3,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,5.9188467,713.968352040627,300
4,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.4990693,733.955864391814,300
5,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.7314815,723.739650004353,300
6,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.0301337,726.276872189971,300
7,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.1744086,694.239875090314,300
8,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.2700282,736.722088819719,300
9,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.0002081,755.113071496838,300
10,xpmx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.1645621,743.587925814164,300
1,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.4281081,728.374849084346,300
2,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.5062145,675.759096194313,300
3,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.4779255,713.968352040627,300
4,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.1131596,733.955864391814,300
5,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.0948374,723.739650004353,300
6,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.8393124,726.276872189971,300
7,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,8.1446216,694.239875090314,300
8,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.6679035,736.722088819719,300
9,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,7.3084308,755.113071496838,300
10,x_orderx,300,300,0.01,0.7,0.7,4,0.5,70,2,1,inversion,6.3107329,743.587925814164,300
1,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.9494473,684.661954093028,300
2,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,7.3359736,622.539926784539,300
3,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7850309,667.368446467684,300
4,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7692766,694.704873575133,300
5,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7508533,637.476229390825,300
6,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,6.2265385,661.657355967657,300
7,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,6.0531454,661.881287778527,300
8,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,7.5183891,662.373575082045,300
9,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,7.4725262,675.265230410778,300
10,xalt_edges,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,6.934758,649.467488738685,300
1,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,7.1046213,684.661954093028,300
2,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,6.0246299,622.539926784539,300
3,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7711285,667.368446467684,300
4,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7865089,694.704873575133,300
5,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7995515,637.476229390825,300
6,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7348891,661.657355967657,300
7,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.751966,661.881287778527,300
8,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7898454,662.373575082045,300
9,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.8439573,675.265230410778,300
10,xpmx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7964282,649.467488738685,300
1,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.8609914,684.661954093028,300
2,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,6.0908887,622.539926784539,300
3,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7551481,667.368446467684,300
4,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7430993,694.704873575133,300
5,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7186655,637.476229390825,300
6,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7225042,661.657355967657,300
7,x_orderx,300,300,0.05,0.7,0.7,4,0.5,70,2,1,inversion,5.7927321,661.881287778527,300
