	CROSSOVER	PR_CROSS	MutationMethode	PR_MUT	ELITIST	Average_path_length	Average_time
319	x_orderx	0.65	inversion	0.3	0.05	881.7726321863074	6.29702261
320	x_orderx	0.65	inversion	0.3	0.1	874.8016098869239	5.81416668
321	x_orderx	0.65	inversion	0.7	0.01	1036.2088111869666	7.711420490000002
322	x_orderx	0.65	inversion	0.7	0.05	908.8531997946186	7.24724283
323	x_orderx	0.65	inversion	0.7	0.1	899.2970414878789	6.69344497
324	x_orderx	0.65	reciprocal_exchange	0.15	0.01	1135.702263587987	6.2395823199999985
325	x_orderx	0.65	reciprocal_exchange	0.15	0.05	1132.089310447296	5.82731788
326	x_orderx	0.65	reciprocal_exchange	0.15	0.1	1126.740227166186	5.372432609999999
327	x_orderx	0.65	reciprocal_exchange	0.3	0.01	1108.486123737581	6.46717612
328	x_orderx	0.65	reciprocal_exchange	0.3	0.05	1085.739248050738	6.117783200000001
329	x_orderx	0.65	reciprocal_exchange	0.3	0.1	1098.644249648799	5.60372838
330	x_orderx	0.65	reciprocal_exchange	0.7	0.01	1220.787050516942	7.15992337
331	x_orderx	0.65	reciprocal_exchange	0.7	0.05	1131.71347929801	6.721005890000001
332	x_orderx	0.65	reciprocal_exchange	0.7	0.1	1115.763421615005	6.22598366
333	x_orderx	0.65	scramble	0.15	0.01	1143.9272973729421	6.344434219999999
334	x_orderx	0.65	scramble	0.15	0.05	1110.329936531559	5.99211167
335	x_orderx	0.65	scramble	0.15	0.1	1138.574209597576	5.41103832
336	x_orderx	0.65	scramble	0.3	0.01	1108.361272772982	6.817602580000001
337	x_orderx	0.65	scramble	0.3	0.05	1103.4447013339911	6.389930290000001
338	x_orderx	0.65	scramble	0.3	0.1	1078.370136698477	6.11936835
339	x_orderx	0.65	scramble	0.7	0.01	1299.1132957558327	7.9424268499999995
